Entity,Code,Year,Biofuels Production - PJ - Total
Africa,,1990,0.26084595959596
Africa,,1991,0.26084595959596
Africa,,1992,0.261560606060606
Africa,,1993,0.26084595959596
Africa,,1994,0.26084595959596
Africa,,1995,0.26084595959596
Africa,,1996,0.261560606060606
Africa,,1997,0.3912689393939389
Africa,,1998,0.3912689393939389
Africa,,1999,0.26084595959596
Africa,,2000,0.261560606060606
Africa,,2001,0.26084595959596
Africa,,2002,1.28361152046471
Africa,,2003,1.8047996163508897
Africa,,2004,2.07661050532141
Africa,,2005,2.2669291590201297
Africa,,2006,2.40684422549608
Africa,,2007,2.530482380259
Africa,,2008,2.01703073361703
Africa,,2009,11.9682173503302
Africa,,2010,12.515008979774999
Africa,,2011,13.607732020065301
Africa,,2012,9.70448003361409
Africa,,2013,9.917397476444311
Africa,,2014,11.054958500985801
Africa,,2015,14.963371580848401
Africa,,2016,16.322805857995903
Africa,,2017,17.0094479918106
Africa,,2018,19.5631746949175
Africa,,2019,20.850503356174702
Argentina,ARG,1990,0
Argentina,ARG,1991,0
Argentina,ARG,1992,0
Argentina,ARG,1993,0
Argentina,ARG,1994,0
Argentina,ARG,1995,0
Argentina,ARG,1996,0
Argentina,ARG,1997,0
Argentina,ARG,1998,0
Argentina,ARG,1999,0
Argentina,ARG,2000,0.191541725601132
Argentina,ARG,2001,0.382036775106082
Argentina,ARG,2002,0.382036775106082
Argentina,ARG,2003,0.382036775106082
Argentina,ARG,2004,0.38308345120226295
Argentina,ARG,2005,0.382036775106082
Argentina,ARG,2006,1.27653330511623
Argentina,ARG,2007,7.24902753239394
Argentina,ARG,2008,25.6181092657406
Argentina,ARG,2009,43.07431498078179
Argentina,ARG,2010,71.6181992218944
Argentina,ARG,2011,93.04133578421178
Argentina,ARG,2012,95.4091345096051
Argentina,ARG,2013,85.8192663865104
Argentina,ARG,2014,110.103926041544
Argentina,ARG,2015,84.46264034530469
Argentina,ARG,2016,117.965823528226
Argentina,ARG,2017,130.434732764101
Argentina,ARG,2018,114.132343236337
Argentina,ARG,2019,102.78010371026
Asia Pacific,,1990,0
Asia Pacific,,1991,0
Asia Pacific,,1992,0
Asia Pacific,,1993,0
Asia Pacific,,1994,0
Asia Pacific,,1995,0
Asia Pacific,,1996,0
Asia Pacific,,1997,0
Asia Pacific,,1998,0
Asia Pacific,,1999,0
Asia Pacific,,2000,3.79262878787879
Asia Pacific,,2001,4.1037077814924405
Asia Pacific,,2002,10.923906408498
Asia Pacific,,2003,24.741272387374302
Asia Pacific,,2004,24.9929905651817
Asia Pacific,,2005,39.370159198269796
Asia Pacific,,2006,63.8251408380915
Asia Pacific,,2007,87.3426449511415
Asia Pacific,,2008,139.284618863339
Asia Pacific,,2009,144.502927037703
Asia Pacific,,2010,155.18284260235902
Asia Pacific,,2011,248.08985127005002
Asia Pacific,,2012,298.425611716503
Asia Pacific,,2013,356.77844365886
Asia Pacific,,2014,430.46208815662595
Asia Pacific,,2015,360.663390823442
Asia Pacific,,2016,410.77558439688204
Asia Pacific,,2017,425.721614123775
Asia Pacific,,2018,542.016321742193
Asia Pacific,,2019,655.8770121527481
Australia,AUS,1990,0
Australia,AUS,1991,0
Australia,AUS,1992,0
Australia,AUS,1993,0
Australia,AUS,1994,0
Australia,AUS,1995,0
Australia,AUS,1996,0
Australia,AUS,1997,0
Australia,AUS,1998,0
Australia,AUS,1999,0
Australia,AUS,2000,0
Australia,AUS,2001,0
Australia,AUS,2002,0
Australia,AUS,2003,1.9259279999999999
Australia,AUS,2004,1.1545057256011297
Australia,AUS,2005,1.13566077510608
Australia,AUS,2006,2.14571755021216
Australia,AUS,2007,4.18415271287129
Australia,AUS,2008,6.7480355304101804
Australia,AUS,2009,9.70616268591347
Australia,AUS,2010,7.57089468591347
Australia,AUS,2011,9.15899154979074
Australia,AUS,2012,9.6977908964016
Australia,AUS,2013,10.242074896401599
Australia,AUS,2014,10.7571979163179
Australia,AUS,2015,9.51270646080884
Australia,AUS,2016,8.06464927754526
Australia,AUS,2017,5.33600691101811
Australia,AUS,2018,6.2989709110181105
Australia,AUS,2019,6.698002101962639
Austria,AUT,1990,0.2637684
Austria,AUT,1991,0.2888892
Austria,AUT,1992,0.3223836
Austria,AUT,1993,0.36425159999999995
Austria,AUT,1994,0.2428344
Austria,AUT,1995,0.46892159999999994
Austria,AUT,1996,0.5107896
Austria,AUT,1997,0.5526576
Austria,AUT,1998,0.5945256
Austria,AUT,1999,0.6531408000000001
Austria,AUT,2000,0.7661669024045259
Austria,AUT,2001,0.764073550212164
Austria,AUT,2002,0.955091937765205
Austria,AUT,2003,1.14611032531825
Austria,AUT,2004,2.10695898161245
Austria,AUT,2005,3.0562942008486598
Austria,AUT,2006,4.584441301272981
Austria,AUT,2007,9.29112432585408
Austria,AUT,2008,11.250271000067501
Austria,AUT,2009,15.6126259111625
Austria,AUT,2010,16.361598
Austria,AUT,2011,16.3093
Austria,AUT,2012,16.3093
Austria,AUT,2013,15.6738
Austria,AUT,2014,13.7868
Austria,AUT,2015,15.9546
Austria,AUT,2016,17.5608
Austria,AUT,2017,16.3681
Austria,AUT,2018,16.16291
Austria,AUT,2019,15.8902
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0
Belgium,BEL,2005,0
Belgium,BEL,2006,0
Belgium,BEL,2007,0
Belgium,BEL,2008,0
Belgium,BEL,2009,5.638698504
Belgium,BEL,2010,15.298190388
Belgium,BEL,2011,17.664611616
Belgium,BEL,2012,18.72923112
Belgium,BEL,2013,18.390058452
Belgium,BEL,2014,24.07744944
Belgium,BEL,2015,16.16858424
Belgium,BEL,2016,15.572342052
Belgium,BEL,2017,18.654036192
Belgium,BEL,2018,17.767816235999998
Belgium,BEL,2019,19.1789169177145
Brazil,BRA,1990,258.866532345821
Brazil,BRA,1991,289.072871942346
Brazil,BRA,1992,264.440321199942
Brazil,BRA,1993,256.10211287381696
Brazil,BRA,1994,281.229112627475
Brazil,BRA,1995,286.443302200685
Brazil,BRA,1996,317.661014774772
Brazil,BRA,1997,348.22695365220903
Brazil,BRA,1998,317.368840359032
Brazil,BRA,1999,291.747391594122
Brazil,BRA,2000,240.482019109245
Brazil,BRA,2001,257.69783468286
Brazil,BRA,2002,282.892259301688
Brazil,BRA,2003,325.219342160421
Brazil,BRA,2004,329.213141674039
Brazil,BRA,2005,360.51996633533895
Brazil,BRA,2006,401.52232702513703
Brazil,BRA,2007,520.274622884143
Brazil,BRA,2008,648.386555625876
Brazil,BRA,2009,639.598078844578
Brazil,BRA,2010,706.5009528705709
Brazil,BRA,2011,603.005324085756
Brazil,BRA,2012,617.088349640473
Brazil,BRA,2013,716.513947849641
Brazil,BRA,2014,753.681415791424
Brazil,BRA,2015,809.4514430428729
Brazil,BRA,2016,760.6390993708741
Brazil,BRA,2017,763.6716549786399
Brazil,BRA,2018,922.229362328925
Brazil,BRA,2019,992.168641827094
CIS,,1990,0
CIS,,1991,0
CIS,,1992,0
CIS,,1993,0
CIS,,1994,0
CIS,,1995,0
CIS,,1996,0
CIS,,1997,0
CIS,,1998,0
CIS,,1999,0
CIS,,2000,0
CIS,,2001,0
CIS,,2002,0
CIS,,2003,0
CIS,,2004,0
CIS,,2005,0
CIS,,2006,0
CIS,,2007,0.0652114898989899
CIS,,2008,0.29600000000000004
CIS,,2009,0.851
CIS,,2010,1.406
CIS,,2011,1.147
CIS,,2012,1.2209999999999999
CIS,,2013,0.964696994606833
CIS,,2014,1.03937124325854
CIS,,2015,0.9435371171349641
CIS,,2016,0.911966991011388
CIS,,2017,0.9121917405619571
CIS,,2018,0.925815740561957
CIS,,2019,0.925815740561957
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0
Canada,CAN,1993,0
Canada,CAN,1994,0
Canada,CAN,1995,0
Canada,CAN,1996,0
Canada,CAN,1997,0
Canada,CAN,1998,0
Canada,CAN,1999,2.21719065656566
Canada,CAN,2000,4.8388712121212105
Canada,CAN,2001,5.08649621212121
Canada,CAN,2002,5.216919191919191
Canada,CAN,2003,5.216919191919191
Canada,CAN,2004,5.41621212121212
Canada,CAN,2005,6.293611111111111
Canada,CAN,2006,7.218611111111111
Canada,CAN,2007,21.0323712121212
Canada,CAN,2008,22.725045454545498
Canada,CAN,2009,31.862493461629
Canada,CAN,2010,36.2133100572765
Canada,CAN,2011,42.129423596795895
Canada,CAN,2012,43.9372621989654
Canada,CAN,2013,42.4239779512937
Canada,CAN,2014,46.855519848021004
Canada,CAN,2015,48.7624333399986
Canada,CAN,2016,52.361721890240496
Canada,CAN,2017,56.9134054902161
Canada,CAN,2018,55.86920371836471
Canada,CAN,2019,63.9194466069425
China,CHN,1990,0
China,CHN,1991,0
China,CHN,1992,0
China,CHN,1993,0
China,CHN,1994,0
China,CHN,1995,0
China,CHN,1996,0
China,CHN,1997,0
China,CHN,1998,0
China,CHN,1999,0
China,CHN,2000,0
China,CHN,2001,0.191018387553041
China,CHN,2002,6.7121673774520305
China,CHN,2003,18.450235559270197
China,CHN,2004,22.666496782539898
China,CHN,2005,31.5543873695995
China,CHN,2006,45.99411519377111
China,CHN,2007,50.6113381033153
China,CHN,2008,62.616698779295504
China,CHN,2009,68.42685797936211
China,CHN,2010,66.5235448976228
China,CHN,2011,82.7276090563248
China,CHN,2012,88.3564114009272
China,CHN,2013,98.22253823357251
China,CHN,2014,109.21478633679199
China,CHN,2015,93.3305227450975
China,CHN,2016,89.4801591537741
China,CHN,2017,108.499754292695
China,CHN,2018,104.424865170816
China,CHN,2019,111.312926968732
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0
Colombia,COL,2001,0
Colombia,COL,2002,0
Colombia,COL,2003,0
Colombia,COL,2004,0
Colombia,COL,2005,0.6521148989898989
Colombia,COL,2006,4.902330329148509
Colombia,COL,2007,5.31067810384112
Colombia,COL,2008,5.58101161633431
Colombia,COL,2009,12.2360280521781
Colombia,COL,2010,18.1791252435995
Colombia,COL,2011,23.0747837463271
Colombia,COL,2012,25.325704320774303
Colombia,COL,2013,26.200256959271197
Colombia,COL,2014,27.213844930742898
Colombia,COL,2015,27.7732025808852
Colombia,COL,2016,27.0195318180731
Colombia,COL,2017,24.7777018033735
Colombia,COL,2018,30.815193947533498
Colombia,COL,2019,29.384173691813398
Europe,,1990,0.2637684
Europe,,1991,0.2888892
Europe,,1992,0.7286991999999999
Europe,,1993,1.810032644
Europe,,1994,5.042762552
Europe,,1995,8.908506064
Europe,,1996,12.924781575999999
Europe,,1997,16.5265646286074
Europe,,1998,15.7418157146984
Europe,,1999,18.018416648448
Europe,,2000,29.2704373113378
Europe,,2001,36.1383948143368
Europe,,2002,48.4267542761696
Europe,,2003,61.2241886106013
Europe,,2004,91.65758788778228
Europe,,2005,125.463479933451
Europe,,2006,184.77236278201
Europe,,2007,252.27688284846198
Europe,,2008,326.30840884243497
Europe,,2009,401.272372165694
Europe,,2010,457.327620183622
Europe,,2011,449.754572755352
Europe,,2012,487.503596411844
Europe,,2013,529.0444044832401
Europe,,2014,585.271575337983
Europe,,2015,591.254610255011
Europe,,2016,576.662144979531
Europe,,2017,645.948537799999
Europe,,2018,679.7851645014409
Europe,,2019,661.804602563063
Europe (other),,1990,0
Europe (other),,1991,0
Europe (other),,1992,0.1258
Europe (other),,1993,0.2072
Europe (other),,1994,0.3404
Europe (other),,1995,0.4366
Europe (other),,1996,0.7252
Europe (other),,1997,1.08212931660736
Europe (other),,1998,0.635673842698353
Europe (other),,1999,1.18475922844803
Europe (other),,2000,2.5464734753152003
Europe (other),,2001,5.126561387275951
Europe (other),,2002,5.530838744617371
Europe (other),,2003,6.03772422719691
Europe (other),,2004,6.65492308228814
Europe (other),,2005,10.2268223011011
Europe (other),,2006,14.8221916082649
Europe (other),,2007,19.189963568455997
Europe (other),,2008,37.2317752477005
Europe (other),,2009,44.1944997705429
Europe (other),,2010,44.4868254032765
Europe (other),,2011,48.819559265843
Europe (other),,2012,58.174474094790796
Europe (other),,2013,61.9429355192401
Europe (other),,2014,62.7244603675092
Europe (other),,2015,70.6300890002663
Europe (other),,2016,74.6673703842641
Europe (other),,2017,78.69855782955591
Europe (other),,2018,86.9990530043605
Europe (other),,2019,89.18072920741551
Finland,FIN,1990,0
Finland,FIN,1991,0
Finland,FIN,1992,0
Finland,FIN,1993,0
Finland,FIN,1994,0
Finland,FIN,1995,0
Finland,FIN,1996,0
Finland,FIN,1997,0
Finland,FIN,1998,0
Finland,FIN,1999,0
Finland,FIN,2000,0
Finland,FIN,2001,0
Finland,FIN,2002,0
Finland,FIN,2003,0
Finland,FIN,2004,0
Finland,FIN,2005,0
Finland,FIN,2006,0
Finland,FIN,2007,1.539988776
Finland,FIN,2008,3.526164828
Finland,FIN,2009,9.678248748
Finland,FIN,2010,12.585562668
Finland,FIN,2011,8.684804844
Finland,FIN,2012,11.027528784000001
Finland,FIN,2013,13.821799104
Finland,FIN,2014,15.366058416
Finland,FIN,2015,18.093800484000003
Finland,FIN,2016,4.578307668
Finland,FIN,2017,12.971501892000001
Finland,FIN,2018,11.774621375999999
Finland,FIN,2019,12.3457783830448
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.094496076
France,FRA,1993,1.05256152
France,FRA,1994,3.417936048
France,FRA,1995,6.7009734
France,FRA,1996,9.642786552
France,FRA,1997,11.543761224
France,FRA,1998,10.791602604000001
France,FRA,1999,11.344511412000001
France,FRA,2000,13.593116088
France,FRA,2001,13.56083586
France,FRA,2002,14.525181504
France,FRA,2003,15.948316692
France,FRA,2004,16.7178924
France,FRA,2005,27.00611604
France,FRA,2006,28.318007952
France,FRA,2007,47.20981251600001
France,FRA,2008,87.04415815200001
France,FRA,2009,97.400584764
France,FRA,2010,94.94954830799999
France,FRA,2011,94.45219833600001
France,FRA,2012,109.13044924799999
France,FRA,2013,106.18172787600001
France,FRA,2014,114.78195936
France,FRA,2015,117.716236272
France,FRA,2016,110.36656008
France,FRA,2017,116.838431784
France,FRA,2018,130.090030596
France,FRA,2019,113.010523645636
Germany,DEU,1990,0
Germany,DEU,1991,0
Germany,DEU,1992,0.186019524
Germany,DEU,1993,0.186019524
Germany,DEU,1994,1.041592104
Germany,DEU,1995,1.302011064
Germany,DEU,1996,2.046005424
Germany,DEU,1997,3.3480164880000003
Germany,DEU,1998,3.720013668
Germany,DEU,1999,4.836005208
Germany,DEU,2000,9.300013236
Germany,DEU,2001,13.019985036
Germany,DEU,2002,20.460012372
Germany,DEU,2003,24.886464804000003
Germany,DEU,2004,38.11283963212121
Germany,DEU,2005,58.234912956
Germany,DEU,2006,95.76781650000001
Germany,DEU,2007,118.88372545200001
Germany,DEU,2008,105.80650686
Germany,DEU,2009,105.87554719200001
Germany,DEU,2010,131.213725848
Germany,DEU,2011,128.92915656
Germany,DEU,2012,120.816854748
Germany,DEU,2013,128.67836724
Germany,DEU,2014,144.87277419999998
Germany,DEU,2015,133.6119222
Germany,DEU,2016,135.1350719
Germany,DEU,2017,137.89126000000002
Germany,DEU,2018,142.56907267195498
Germany,DEU,2019,143.416096653133
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,3.79262878787879
India,IND,2001,3.9126893939393903
India,IND,2002,4.17353535353535
India,IND,2003,4.30395833333333
India,IND,2004,0.8428108146352041
India,IND,2005,3.4603063203290803
India,IND,2006,3.09987028097857
India,IND,2007,4.19074235967959
India,IND,2008,6.45467570244643
India,IND,2009,4.82864323913752
India,IND,2010,7.86984562264369
India,IND,2011,11.5267607345209
India,IND,2012,10.9911623845449
India,IND,2013,10.4132782717332
India,IND,2014,11.3636911027934
India,IND,2015,22.6012696714519
India,IND,2016,27.619649367817896
India,IND,2017,25.2030361635003
India,IND,2018,42.780004093911295
India,IND,2019,53.451630446907394
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0.37
Indonesia,IDN,2006,1.85
Indonesia,IDN,2007,9.09179552
Indonesia,IDN,2008,18.52679552
Indonesia,IDN,2009,6.29917473744987
Indonesia,IDN,2010,8.0662492496058
Indonesia,IDN,2011,59.712979534291
Indonesia,IDN,2012,73.1535464443941
Indonesia,IDN,2013,92.3770585452585
Indonesia,IDN,2014,130.788678354593
Indonesia,IDN,2015,54.43423095288011
Indonesia,IDN,2016,120.34445246705499
Indonesia,IDN,2017,112.444379000946
Indonesia,IDN,2018,203.031888078992
Indonesia,IDN,2019,275.515062130538
Italy,ITA,1990,0
Italy,ITA,1991,0
Italy,ITA,1992,0
Italy,ITA,1993,0
Italy,ITA,1994,0
Italy,ITA,1995,0
Italy,ITA,1996,0
Italy,ITA,1997,0
Italy,ITA,1998,0
Italy,ITA,1999,0
Italy,ITA,2000,0
Italy,ITA,2001,0
Italy,ITA,2002,0
Italy,ITA,2003,0
Italy,ITA,2004,10.582011396
Italy,ITA,2005,7.400001528
Italy,ITA,2006,8.251010496000001
Italy,ITA,2007,7.473982284
Italy,ITA,2008,26.205432408000004
Italy,ITA,2009,31.26890646
